species,prefix,scope,status,evidence,notes
Bubulcus ibis,Buib,exact,external_database,https://rest.uniprot.org/uniprotkb/E2J6A7;https://rest.uniprot.org/uniprotkb/E2J6A8;https://rest.uniprot.org/uniprotkb/E2J6C8,attested in the retained source label for E2J6A7;E2J6A8;E2J6C8
Bucanetes githagineus,Bugi,exact,external_database,https://rest.uniprot.org/uniprotkb/E2E2S2,attested in the retained source label for E2E2S2
Bugeranus carunculatus,Buca,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A6B9UJ47;https://rest.uniprot.org/uniprotkb/A0A6B9UJ57;https://rest.uniprot.org/uniprotkb/A0A6B9UKZ2,attested in the retained source label for A0A6B9UJ47;A0A6B9UJ57;A0A6B9UKZ2
Bugeranus carunculatus,Grcar,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0N7KC07;https://rest.uniprot.org/uniprotkb/A0A0P0UVQ3;https://rest.uniprot.org/uniprotkb/A0A0P0UVX6,attested in the retained source label for A0A0N7KC07;A0A0P0UVQ3;A0A0P0UVX6
Buteo buteo,Buteo,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDM9,attested in the retained source label for A9LDM9
Cachryx defensor,Ctde,exact,external_database,https://rest.uniprot.org/uniprotkb/B5LN06,attested in the retained source label for B5LN06
Calidris canutus,Caca,exact,external_database,https://rest.uniprot.org/uniprotkb/L0H763;https://rest.uniprot.org/uniprotkb/L0H773;https://rest.uniprot.org/uniprotkb/L0H785,attested in the retained source label for L0H763;L0H773;L0H785
Callicebus moloch,Camo,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9523; designation=Camo
Callithrix jacchus,Caja,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9483; designation=Caja
Callithrix jacchus,MaLA,exact,literature_historical,https://www.eva.mpg.de/documents/Springer/Groot_Nomenclature_Immunogenetics_2020_3174021.pdf,
Callithrix pygmaea,Capy,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9493; designation=Capy
Callithrix pygmaea,Cepy,exact,literature_historical,https://www.eva.mpg.de/documents/Springer/Groot_Nomenclature_Immunogenetics_2020_3174021.pdf,
Canis,DLA,genus,formal_system,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,
Canis,DL-A,genus,literature_historical,https://pubmed.ncbi.nlm.nih.gov/4939370/,
Canis adustus,Caad,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=68723; designation=Caad(DLA)
Canis adustus,DLA,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=68723; designation=Caad(DLA)
Canis aureus,Caau,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=68724; designation=Caau(DLA)
Canis aureus,DLA,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=68724; designation=Caau(DLA)
Canis latrans,Cala,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=9614; designation=Cala(DLA)
Canis latrans,DLA,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=9614; designation=Cala(DLA)
Canis lupus,Calu,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=9612; designation=Calu(DLA)
Canis lupus,DLA,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=9612; designation=Calu(DLA)
Canis lupus baileyi,Caba,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=143281; designation=Caba(DLA)
Canis lupus baileyi,DLA,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=143281; designation=Caba(DLA)
Canis mesomelas,Came,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=68725; designation=Came(DLA)
Canis mesomelas,DLA,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=68725; designation=Came(DLA)
Canis rufus,Caru,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=45781; designation=Caru(DLA)
Canis rufus,DLA,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=45781; designation=Caru(DLA)
Canis simensis,Casi,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=32534; designation=Casi(DLA)
Canis simensis,DLA,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=32534; designation=Casi(DLA)
Capra,CLA,genus,formal_system,https://pubmed.ncbi.nlm.nih.gov/8134633/,
Capra hircus,Cahi,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Capra; taxon=9925; designation=Cahi
Carassius gibelio,Cagi,exact,external_database,https://rest.uniprot.org/uniprotkb/X5J5T9;https://rest.uniprot.org/uniprotkb/X5J5U0;https://rest.uniprot.org/uniprotkb/X5J5U1,attested in the retained source label for X5J5T9;X5J5U0;X5J5U1
Carassius langsdorfii,caau,exact,external_database,https://rest.uniprot.org/uniprotkb/F8WRI6;https://rest.uniprot.org/uniprotkb/F8WRI8,attested in the retained source label for F8WRI6;F8WRI8
Carduelis carduelis,Caca,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A126AC28;https://rest.uniprot.org/uniprotkb/A0A384M0C9;https://rest.uniprot.org/uniprotkb/A0A384M0E6,attested in the retained source label for A0A126AC28;A0A384M0C9;A0A384M0E6
Carollia perspicillata,Cape,exact,external_database,https://rest.uniprot.org/uniprotkb/H9U5N9;https://rest.uniprot.org/uniprotkb/H9U5P0;https://rest.uniprot.org/uniprotkb/H9U5P1,attested in the retained source label for H9U5N9;H9U5P0;H9U5P1
Cavia porcellus,GPL-A,exact,literature_historical,https://pmc.ncbi.nlm.nih.gov/articles/PMC2190138/,
Cavia porcellus,GPLA,exact,literature_historical,https://pmc.ncbi.nlm.nih.gov/articles/PMC2190138/,
Cebus albifrons,Ceal,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9514; designation=Ceal
Cebus apella,Ceap,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9515; designation=Ceap
Cebus capucinus,Ceca,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9516; designation=Ceca
Cebus imitator,Ceim,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=2715852; designation=Ceim
Cebus kaapori,Ceka,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=37294; designation=Ceka
Cebus olivaceus,Ceol,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=37295; designation=Ceol
Cephalorhynchus hectori,Cehe,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=37035; designation=Cehe(Cehe)
Cercocebus atys,Ceat,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9531; designation=Ceat
Cercopithecus mitis,Cemi,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=36225; designation=Cemi
Cercopithecus neglectus,Cene,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=36227; designation=Cene
Chersophilus duponti,Chdu,exact,external_database,https://rest.uniprot.org/uniprotkb/E2E2S7,attested in the retained source label for E2E2S7
Chiloscyllium plagiosum,Chpl,exact,external_database,https://rest.uniprot.org/uniprotkb/I6ZPI8;https://rest.uniprot.org/uniprotkb/I6ZPJ1;https://rest.uniprot.org/uniprotkb/I7A066,attested in the retained source label for I6ZPI8;I6ZPJ1;I7A066
Chlorocebus aethiops,Chae,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9534; designation=Chae
Chlorocebus pygerythrus,Chpy,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=60710; designation=Chpy
Chlorocebus sabaeus,Chsa,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=60711; designation=Chsa
Chondrostoma nasus,Chna,exact,external_database,https://rest.uniprot.org/uniprotkb/S6DEV0;https://rest.uniprot.org/uniprotkb/S6DEV7;https://rest.uniprot.org/uniprotkb/S6DEW1,attested in the retained source label for S6DEV0;S6DEV7;S6DEW1
Chroicocephalus scopulinus,Lasc,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0M3KPA8;https://rest.uniprot.org/uniprotkb/A0A0M3KPC0;https://rest.uniprot.org/uniprotkb/E9KNA9,attested in the retained source label for A0A0M3KPA8;A0A0M3KPC0;E9KNA9
Chrysolophus pictus,Chpi,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0U1ZBS1;https://rest.uniprot.org/uniprotkb/A0A0U1ZCR0;https://rest.uniprot.org/uniprotkb/A0A0U1ZCW0,attested in the retained source label for A0A0U1ZBS1;A0A0U1ZCR0;A0A0U1ZCW0
Ciconia boyciana,Cibo,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1L7N0D8;https://rest.uniprot.org/uniprotkb/A0A1L7N0D9;https://rest.uniprot.org/uniprotkb/A0A1L7N0E1,attested in the retained source label for A0A1L7N0D8;A0A1L7N0D9;A0A1L7N0E1
Circaetus gallicus,Ciga,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDN0,attested in the retained source label for A9LDN0
Circus aeruginosus,Ciae,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDN1,attested in the retained source label for A9LDN1
Clarias batrachus,Clba,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A059PJ06;https://rest.uniprot.org/uniprotkb/A0A059PJ43;https://rest.uniprot.org/uniprotkb/A0A059PJ45,attested in the retained source label for A0A059PJ06;A0A059PJ43;A0A059PJ45
Clarias gariepinus,Clga,exact,external_database,https://rest.uniprot.org/uniprotkb/C1IQ54;https://rest.uniprot.org/uniprotkb/C1IQ55;https://rest.uniprot.org/uniprotkb/C1IQ56,attested in the retained source label for C1IQ54;C1IQ55;C1IQ56
Clarias magur,Cyca,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A8J4TGY8,attested in the retained source label for A0A8J4TGY8
Clarias magur,Icpu,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A8J4TR97;https://rest.uniprot.org/uniprotkb/A0A8J4U181;https://rest.uniprot.org/uniprotkb/A0A8J4U9Q8,attested in the retained source label for A0A8J4TR97;A0A8J4U181;A0A8J4U9Q8
Colobus guereza,Cogu,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=33548; designation=Cogu
Conolophus subcristatus,Cosu,exact,external_database,https://rest.uniprot.org/uniprotkb/B3UZY9;https://rest.uniprot.org/uniprotkb/B3UZZ0;https://rest.uniprot.org/uniprotkb/B3UZZ1,attested in the retained source label for B3UZY9;B3UZZ0;B3UZZ1
Coregonus sp.,Cosp,exact,external_database,https://rest.uniprot.org/uniprotkb/G9F8I9;https://rest.uniprot.org/uniprotkb/G9F8J0;https://rest.uniprot.org/uniprotkb/G9F8J1,attested in the retained source label for G9F8I9;G9F8J0;G9F8J1
Coronella austriaca,Coau,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A161HPN2;https://rest.uniprot.org/uniprotkb/A0A161HQF2;https://rest.uniprot.org/uniprotkb/A0A161HQG5,attested in the retained source label for A0A161HPN2;A0A161HQF2;A0A161HQG5
Corvus corax,Coco,exact,external_database,https://rest.uniprot.org/uniprotkb/E2E2T0,attested in the retained source label for E2E2T0
Coturnix japonica,Coja,exact,external_database,https://rest.uniprot.org/uniprotkb/Q76LI6;https://rest.uniprot.org/uniprotkb/Q76LI7;https://rest.uniprot.org/uniprotkb/Q76LJ0,attested in the retained source label for Q76LI6;Q76LI7;Q76LJ0
Crocodylus acutus,Crac,exact,external_database,https://rest.uniprot.org/uniprotkb/V9HXW7;https://rest.uniprot.org/uniprotkb/V9HY01;https://rest.uniprot.org/uniprotkb/V9HY05,attested in the retained source label for V9HXW7;V9HY01;V9HY05
Crocodylus intermedius,Crin,exact,external_database,https://rest.uniprot.org/uniprotkb/V9HXX9;https://rest.uniprot.org/uniprotkb/V9HY41;https://rest.uniprot.org/uniprotkb/V9HY44,attested in the retained source label for V9HXX9;V9HY41;V9HY44
Crocodylus johnstoni,Crjo,exact,external_database,https://rest.uniprot.org/uniprotkb/V9HXW2;https://rest.uniprot.org/uniprotkb/V9HXZ3;https://rest.uniprot.org/uniprotkb/V9HXZ5,attested in the retained source label for V9HXW2;V9HXZ3;V9HXZ5
Crocodylus mindorensis,Crmi,exact,external_database,https://rest.uniprot.org/uniprotkb/V9HXW3;https://rest.uniprot.org/uniprotkb/V9HXZ4;https://rest.uniprot.org/uniprotkb/V9HY00,attested in the retained source label for V9HXW3;V9HXZ4;V9HY00
Crocodylus moreletii,Crmo,exact,external_database,https://rest.uniprot.org/uniprotkb/V9HXY4;https://rest.uniprot.org/uniprotkb/V9HXY5;https://rest.uniprot.org/uniprotkb/V9HY55,attested in the retained source label for V9HXY4;V9HXY5;V9HY55
Crocodylus niloticus,Crni,exact,external_database,https://rest.uniprot.org/uniprotkb/V9HXW5;https://rest.uniprot.org/uniprotkb/V9HXW6;https://rest.uniprot.org/uniprotkb/V9HXZ8,attested in the retained source label for V9HXW5;V9HXW6;V9HXZ8
Crocodylus palustris,Crpa,exact,external_database,https://rest.uniprot.org/uniprotkb/V9HY09;https://rest.uniprot.org/uniprotkb/V9HY16;https://rest.uniprot.org/uniprotkb/V9HY97,attested in the retained source label for V9HY09;V9HY16;V9HY97
Crocodylus porosus,Crpo,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0A7TX23;https://rest.uniprot.org/uniprotkb/A0A0B4UEY0;https://rest.uniprot.org/uniprotkb/A0A0B4UFU8,attested in the retained source label for A0A0A7TX23;A0A0B4UEY0;A0A0B4UFU8
Crocodylus rhombifer,Crrh,exact,external_database,https://rest.uniprot.org/uniprotkb/V9HXY0;https://rest.uniprot.org/uniprotkb/V9HY43;https://rest.uniprot.org/uniprotkb/V9HY47,attested in the retained source label for V9HXY0;V9HY43;V9HY47
Crocodylus siamensis,Crsi,exact,external_database,https://rest.uniprot.org/uniprotkb/V9HXX0;https://rest.uniprot.org/uniprotkb/V9HY14;https://rest.uniprot.org/uniprotkb/V9HY22,attested in the retained source label for V9HXX0;V9HY14;V9HY22
Ctenopharyngodon idella,Citd,exact,external_database,https://rest.uniprot.org/uniprotkb/B2X123;https://rest.uniprot.org/uniprotkb/B2X125,attested in the retained source label for B2X123;B2X125
Ctenopharyngodon idella,Ctid,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A6B9LQW5;https://rest.uniprot.org/uniprotkb/A0A6B9LQX2;https://rest.uniprot.org/uniprotkb/A0A6B9LR26,attested in the retained source label for A0A6B9LQW5;A0A6B9LQX2;A0A6B9LR26
Ctenophorus decresii,Ctde,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A2P1A4H2;https://rest.uniprot.org/uniprotkb/A0A2P9JZP2;https://rest.uniprot.org/uniprotkb/A0A2P9JZP3,attested in the retained source label for A0A2P1A4H2;A0A2P9JZP2;A0A2P9JZP3
Ctenosaura clarki,Ctcl,exact,external_database,https://rest.uniprot.org/uniprotkb/B5LN07,attested in the retained source label for B5LN07
Cuon alpinus,Cual,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=68730; designation=Cual(DLA)
Cuon alpinus,DLA,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=68730; designation=Cual(DLA)
Cyanistes caeruleus,Cyca,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0S2MZR1;https://rest.uniprot.org/uniprotkb/A0A0S2MZR8;https://rest.uniprot.org/uniprotkb/A0A0S2MZS2,attested in the retained source label for A0A0S2MZR1;A0A0S2MZR8;A0A0S2MZS2
Cyanistes caeruleus,paca,exact,external_database,https://rest.uniprot.org/uniprotkb/Q2A642;https://rest.uniprot.org/uniprotkb/Q2A643;https://rest.uniprot.org/uniprotkb/Q2A644,attested in the retained source label for Q2A642;Q2A643;Q2A644
Cyclura carinata,Cyca,exact,external_database,https://rest.uniprot.org/uniprotkb/B5LN10,attested in the retained source label for B5LN10
Cyclura cornuta,Cyco,exact,external_database,https://rest.uniprot.org/uniprotkb/B5LN09,attested in the retained source label for B5LN09
Cyclura rileyi,Cyri,exact,external_database,https://rest.uniprot.org/uniprotkb/B5LN08,attested in the retained source label for B5LN08
Cynoglossus semilaevis,Cyse,exact,external_database,https://rest.uniprot.org/uniprotkb/D2CZH6;https://rest.uniprot.org/uniprotkb/F8QMU2;https://rest.uniprot.org/uniprotkb/G9BDC2,attested in the retained source label for D2CZH6;F8QMU2;G9BDC2
Cyprinus carpio,CyCa,exact,external_database,https://rest.uniprot.org/uniprotkb/W5RSK9;https://rest.uniprot.org/uniprotkb/W5RSL1;https://rest.uniprot.org/uniprotkb/W5RSL2,attested in the retained source label for W5RSK9;W5RSL1;W5RSL2
Danio rerio,Dare,exact,formal_system,https://pubmed.ncbi.nlm.nih.gov/18439319/,attested in the retained source label for A0AB13A9E5;A0AC58HZ21
Danio rerio,Brre,exact,external_database,https://rest.uniprot.org/uniprotkb/Q31357,attested in the retained source label for Q31357
Delphinapterus leucas,Dele,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=9749; designation=Dele(Dele)
Delphinus delphis,Dede,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=9728; designation=Dede(Dede)
Desmodus rotundus,Dero,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1I9VYB6;https://rest.uniprot.org/uniprotkb/A0A1I9VYB7;https://rest.uniprot.org/uniprotkb/A0A1I9VYB8,attested in the retained source label for A0A1I9VYB6;A0A1I9VYB7;A0A1I9VYB8
Dicentrarchus labrax,Dila,exact,external_database,https://rest.uniprot.org/uniprotkb/G9BBT9;https://rest.uniprot.org/uniprotkb/G9BBU0;https://rest.uniprot.org/uniprotkb/G9BBU1,attested in the retained source label for G9BBT9;G9BBU0;G9BBU1
Egernia stokesii,Egst,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0K0N3L9,attested in the retained source label for A0A0K0N3L9
Egretta eulophotes,Egeu,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1W5S5Z2;https://rest.uniprot.org/uniprotkb/A0A1W5S975;https://rest.uniprot.org/uniprotkb/A0A059PXZ8,attested in the retained source label for A0A1W5S5Z2;A0A1W5S975;A0A059PXZ8
Egretta eulophotes,Egue,exact,external_database,https://rest.uniprot.org/uniprotkb/E2J6C6;https://rest.uniprot.org/uniprotkb/E2J6C7,attested in the retained source label for E2J6C6;E2J6C7
Egretta garzetta,Egga,exact,external_database,https://rest.uniprot.org/uniprotkb/E2J6A9;https://rest.uniprot.org/uniprotkb/E2J6B0;https://rest.uniprot.org/uniprotkb/E2J6D0,attested in the retained source label for E2J6A9;E2J6B0;E2J6D0
Egretta sacra,Egsa,exact,external_database,https://rest.uniprot.org/uniprotkb/E2J6B1;https://rest.uniprot.org/uniprotkb/E2J6B2;https://rest.uniprot.org/uniprotkb/E2J6D2,attested in the retained source label for E2J6B1;E2J6B2;E2J6D2
Elanus caeruleus,Elca,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDN2,attested in the retained source label for A9LDN2
Emberiza cioides,Emci,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1D7YVK5;https://rest.uniprot.org/uniprotkb/A0A1D7YVL0;https://rest.uniprot.org/uniprotkb/A0A1D7YVL2,attested in the retained source label for A0A1D7YVK5;A0A1D7YVL0;A0A1D7YVL2
Emberiza jankowskii,Emja,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1D7YVM6;https://rest.uniprot.org/uniprotkb/A0A1D7YVN6;https://rest.uniprot.org/uniprotkb/A0A1D7YVN7,attested in the retained source label for A0A1D7YVM6;A0A1D7YVN6;A0A1D7YVN7
Epidalea calamita,Buca,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0D4D8C3,attested in the retained source label for A0A0D4D8C3
Epinephelus akaara,Epak,exact,external_database,https://rest.uniprot.org/uniprotkb/B2CC08;https://rest.uniprot.org/uniprotkb/B2CC09;https://rest.uniprot.org/uniprotkb/B2CC10,attested in the retained source label for B2CC08;B2CC09;B2CC10
Epinephelus coioides,Epco,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A193DVK8;https://rest.uniprot.org/uniprotkb/A0A193DVL4;https://rest.uniprot.org/uniprotkb/A0A193DVL5,attested in the retained source label for A0A193DVK8;A0A193DVL4;A0A193DVL5
Equus,ELA,genus,formal_system,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,
Equus caballus,Eqca,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Equids; taxon=9796; designation=Eqca
Erithacus rubecula,Erru,exact,external_database,https://rest.uniprot.org/uniprotkb/E2E2T3,attested in the retained source label for E2E2T3
Eschrichtius robustus,Esro,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=9764; designation=Esro(Esro)
Espadarana prosoblepon,Espr,exact,external_database,https://rest.uniprot.org/uniprotkb/I6PNC2;https://rest.uniprot.org/uniprotkb/I6PNC3;https://rest.uniprot.org/uniprotkb/I6PNC4,attested in the retained source label for I6PNC2;I6PNC3;I6PNC4
Eubalaena australis,Euau,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=160595; designation=Euau(Euau)
Eubalaena glacialis,Eugl,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=27606; designation=Eugl(Eugl)
Eurillas virens,Anvi,exact,external_database,https://rest.uniprot.org/uniprotkb/Q30E80;https://rest.uniprot.org/uniprotkb/Q30E81;https://rest.uniprot.org/uniprotkb/Q30E82,attested in the retained source label for Q30E80;Q30E81;Q30E82
Falco biarmicus,Fabi,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDR2,attested in the retained source label for A9LDR2
Falco cherrug,Fach,exact,external_database,https://rest.uniprot.org/uniprotkb/I3ZR13,attested in the retained source label for I3ZR13
Falco columbarius,Facol,exact,external_database,https://rest.uniprot.org/uniprotkb/I3ZR11,attested in the retained source label for I3ZR11
Falco concolor,Facon,exact,external_database,https://rest.uniprot.org/uniprotkb/I3ZR08,attested in the retained source label for I3ZR08
Falco eleonorae,Fael,exact,external_database,https://rest.uniprot.org/uniprotkb/I3ZR05;https://rest.uniprot.org/uniprotkb/I3ZR07,attested in the retained source label for I3ZR05;I3ZR07
Falco fasciinucha,Fafa,exact,external_database,https://rest.uniprot.org/uniprotkb/I3ZR12,attested in the retained source label for I3ZR12
Falco femoralis,Fafe,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDR1,attested in the retained source label for A9LDR1
Falco naumanni,Fana,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDQ9,attested in the retained source label for A9LDQ9
Falco peregrinus,Fape,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDQ8;https://rest.uniprot.org/uniprotkb/I3ZR06,attested in the retained source label for A9LDQ8;I3ZR06
Falco rusticolus,Faru,exact,external_database,https://rest.uniprot.org/uniprotkb/I3ZR10,attested in the retained source label for I3ZR10
Falco subbuteo,Fasu,exact,external_database,https://rest.uniprot.org/uniprotkb/I3ZR09,attested in the retained source label for I3ZR09
Falco tinnunculus,Fati,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDR0,attested in the retained source label for A9LDR0
Felis,FLA,genus,formal_system,https://pubmed.ncbi.nlm.nih.gov/2492667/,
Fringilla coelebs,Frcoe,exact,external_database,https://www.ncbi.nlm.nih.gov/nuccore/DQ257477,GenBank/retired UniProt gene label for the published chaffinch MHC-I fragment
Fulica atra,Fuat,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0N7KC10;https://rest.uniprot.org/uniprotkb/A0A0P0UWC6;https://rest.uniprot.org/uniprotkb/W8E2U4,attested in the retained source label for A0A0N7KC10;A0A0P0UWC6;W8E2U4
Gadus morhua,gamr,exact,external_database,https://rest.uniprot.org/uniprotkb/O98272;https://rest.uniprot.org/uniprotkb/O98274;https://rest.uniprot.org/uniprotkb/O98203,attested in the retained source label for O98272;O98274;O98203
Gallus gallus,Gaga,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Gallus; taxon=9031; designation=Gaga
Gallus gallus,B,exact,literature_historical,https://pubmed.ncbi.nlm.nih.gov/6763913/,
Gallus gallus,GSP,exact,external_database,https://rest.uniprot.org/uniprotkb/Q6I6J9;https://rest.uniprot.org/uniprotkb/Q6I6K0,attested in the retained source label for Q6I6J9;Q6I6K0
Gasterosteus aculeatus,Gaac,exact,external_database,https://rest.uniprot.org/uniprotkb/A3FFX9;https://rest.uniprot.org/uniprotkb/A3FFY0;https://rest.uniprot.org/uniprotkb/Q27IB5,attested in the retained source label for A3FFX9;A3FFY0;Q27IB5
Geothlypis trichas,Getr,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0D3RXH1;https://rest.uniprot.org/uniprotkb/A0A0D3RXH8;https://rest.uniprot.org/uniprotkb/A0A0D3RXI3,attested in the retained source label for A0A0D3RXH1;A0A0D3RXH8;A0A0D3RXI3
Ginglymostoma cirratum,Gici,exact,external_database,https://rest.uniprot.org/uniprotkb/Q9MX69;https://rest.uniprot.org/uniprotkb/A0ABF7PPZ1;https://rest.uniprot.org/uniprotkb/Q9MX55,attested in the retained source label for Q9MX69;A0ABF7PPZ1;Q9MX55
Glaucidium passerinum,Glpa,exact,external_database,https://rest.uniprot.org/uniprotkb/B3F8U4;https://rest.uniprot.org/uniprotkb/B3F8U5,attested in the retained source label for B3F8U4;B3F8U5
Globicephala melas,Glme,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=9731; designation=Glme(Glme)
Gobio gobio,Gogo,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0U3QRX5;https://rest.uniprot.org/uniprotkb/A0A0U3QRZ4;https://rest.uniprot.org/uniprotkb/A0A0U3YCM8,attested in the retained source label for A0A0U3QRX5;A0A0U3QRZ4;A0A0U3YCM8
Gopherus polyphemus,Gopo,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1W5T2J0;https://rest.uniprot.org/uniprotkb/A0A1W5T2K1,attested in the retained source label for A0A1W5T2J0;A0A1W5T2K1
Gorilla beringei,Gobe,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=499232; designation=Gobe
