taxon_id,organism,taxonomy_name,source_clade,source_clade_taxon_id,species_category,category_basis_taxon_id,taxonomy_release,source_url,audited_on
188344,Leptosomus discolor,Leptosomus discolor,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/188344,2026-09-03
194338,Athene cunicularia,Athene cunicularia,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/194338,2026-09-03
205130,Mastacembelus armatus,Mastacembelus armatus,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/205130,2026-09-03
210632,Parambassis ranga,Parambassis ranga,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/210632,2026-09-03
215358,Larimichthys crocea,Larimichthys crocea,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/215358,2026-09-03
215402,Channa argus,Channa argus,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/215402,2026-09-03
219594,Aythya fuligula,Aythya fuligula,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/219594,2026-09-03
223781,Aquila chrysaetos chrysaetos,Aquila chrysaetos chrysaetos,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/223781,2026-09-03
224669,Buteo japonicus,Buteo japonicus,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/224669,2026-09-03
227173,Calidris canutus,Calidris canutus,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/227173,2026-09-03
230148,Liparis tanakae,Liparis tanakae,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/230148,2026-09-03
230844,Peromyscus maniculatus bairdii,Peromyscus maniculatus bairdii,Mammalia,40674,other_mammal,40674,2026_03,https://rest.uniprot.org/taxonomy/230844,2026-09-03
240159,Collichthys lucidus,Collichthys lucidus,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/240159,2026-09-03
240206,Pterocles gutturalis,Pterocles gutturalis,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/240206,2026-09-03
244447,Cynoglossus semilaevis,Cynoglossus semilaevis,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/244447,2026-09-03
257818,Otus sunia,Otus sunia,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/257818,2026-09-03
260995,Geotrypetes seraphini,Geotrypetes seraphini,Amphibia,8292,other_vertebrate,8292,2026_03,https://rest.uniprot.org/taxonomy/260995,2026-09-03
279965,Antrostomus carolinensis,Antrostomus carolinensis,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/279965,2026-09-03
283035,Sander lucioperca,Sander lucioperca,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/283035,2026-09-03
283036,Sander vitreus,Sander vitreus,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/283036,2026-09-03
303518,Pundamilia nyererei,Pundamilia nyererei,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/303518,2026-09-03
307959,Sinocyclocheilus rhinocerous,Sinocyclocheilus rhinocerous,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/307959,2026-09-03
311401,Strix occidentalis caurina,Strix occidentalis caurina,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/311401,2026-09-03
321398,Lepidothrix coronata,Lepidothrix coronata,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/321398,2026-09-03
333673,Hirundo rustica rustica,Hirundo rustica rustica,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/333673,2026-09-03
345573,Podiceps cristatus,Podiceps cristatus,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/345573,2026-09-03
364589,Zosterops borbonicus,Zosterops borbonicus,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/364589,2026-09-03
375764,Sphaeramia orbicularis,Sphaeramia orbicularis,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/375764,2026-09-03
379532,Propithecus coquereli,Propithecus coquereli,Mammalia,40674,nhp,9443,2026_03,https://rest.uniprot.org/taxonomy/379532,2026-09-03
386267,Staurois parvus,Staurois parvus,Amphibia,8292,other_vertebrate,8292,2026_03,https://rest.uniprot.org/taxonomy/386267,2026-09-03
400035,Gallus gallus murghi,Gallus gallus murghi,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/400035,2026-09-03
425635,Calidris pygmaea,Calidris pygmaea,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/425635,2026-09-03
426483,Mugil incilis,Mugil incilis,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/426483,2026-09-03
433684,Takifugu flavidus,Takifugu flavidus,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/433684,2026-09-03
441366,Gouania willdenowi,Gouania willdenowi,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/441366,2026-09-03
441894,Struthio camelus australis,Struthio camelus australis,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/441894,2026-09-03
445787,Leptobrachium leishanense,Leptobrachium leishanense,Amphibia,8292,other_vertebrate,8292,2026_03,https://rest.uniprot.org/taxonomy/445787,2026-09-03
458089,Egretta eulophotes,Egretta eulophotes,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/458089,2026-09-03
481883,Eublepharis macularius,Eublepharis macularius,Lepidosauria,8504,other_vertebrate,8504,2026_03,https://rest.uniprot.org/taxonomy/481883,2026-09-03
586833,Myripristis murdjan,Myripristis murdjan,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/586833,2026-09-03
607699,Oreochromis niloticus niloticus,Oreochromis niloticus niloticus,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/607699,2026-09-03
649802,Pipra filicauda,Pipra filicauda,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/649802,2026-09-03
748659,Rana tagoi tagoi,Rana tagoi tagoi,Amphibia,8292,other_vertebrate,8292,2026_03,https://rest.uniprot.org/taxonomy/748659,2026-09-03
1328070,Prolemur simus,Prolemur simus,Mammalia,40674,nhp,9443,2026_03,https://rest.uniprot.org/taxonomy/1328070,2026-09-03
1415580,Microcaecilia unicolor,Microcaecilia unicolor,Amphibia,8292,other_vertebrate,8292,2026_03,https://rest.uniprot.org/taxonomy/1415580,2026-09-03
1572043,Triplophysa tibetana,Triplophysa tibetana,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/1572043,2026-09-03
1608454,Sinocyclocheilus anshuiensis,Sinocyclocheilus anshuiensis,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/1608454,2026-09-03
1676925,Paramormyrops kingsleyae,Paramormyrops kingsleyae,Actinopterygii,7898,fish,7898,2026_03,https://rest.uniprot.org/taxonomy/1676925,2026-09-03
1868482,Carlito syrichta,Carlito syrichta,Mammalia,40674,nhp,9443,2026_03,https://rest.uniprot.org/taxonomy/1868482,2026-09-03
1899461,Philothamnus irregularis,Philothamnus irregularis,Lepidosauria,8504,other_vertebrate,8504,2026_03,https://rest.uniprot.org/taxonomy/1899461,2026-09-03
1970185,Micrurus paraensis,Micrurus paraensis,Lepidosauria,8504,other_vertebrate,8504,2026_03,https://rest.uniprot.org/taxonomy/1970185,2026-09-03
2489341,Strigops habroptila,Strigops habroptila,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/2489341,2026-09-03
2696672,Apteryx mantelli,Apteryx mantelli,Aves,8782,bird,8782,2026_03,https://rest.uniprot.org/taxonomy/2696672,2026-09-03
2715852,Cebus imitator,Cebus imitator,Mammalia,40674,nhp,9443,2026_03,https://rest.uniprot.org/taxonomy/2715852,2026-09-03
3147026,Micrurus carvalhoi,Micrurus carvalhoi,Lepidosauria,8504,other_vertebrate,8504,2026_03,https://rest.uniprot.org/taxonomy/3147026,2026-09-03
3360502,Rostroraja eglanteria,Rostroraja eglanteria,Chondrichthyes,7777,fish,7777,2026_03,https://rest.uniprot.org/taxonomy/3360502,2026-09-03
